country,number,type,source_relative_path,destination_relative_path,extension,bytes,sha256,analysis_status,analysis_source_relative_path,energy_score,circles_curves_score,axis_points_score,synchronous_limbs_score,external_body_spaces_score,shifting_relations_score,jumping_score,emotion_score,energy_normalized,circles_curves_normalized,axis_points_normalized,synchronous_limbs_normalized,external_body_spaces_normalized,shifting_relations_normalized,jumping_normalized,emotion_normalized,pose_nose_x,pose_nose_y,pose_nose_z,pose_left_eye_inner_x,pose_left_eye_inner_y,pose_left_eye_inner_z,pose_left_eye_x,pose_left_eye_y,pose_left_eye_z,pose_left_eye_outer_x,pose_left_eye_outer_y,pose_left_eye_outer_z,pose_right_eye_inner_x,pose_right_eye_inner_y,pose_right_eye_inner_z,pose_right_eye_x,pose_right_eye_y,pose_right_eye_z,pose_right_eye_outer_x,pose_right_eye_outer_y,pose_right_eye_outer_z,pose_left_ear_x,pose_left_ear_y,pose_left_ear_z,pose_right_ear_x,pose_right_ear_y,pose_right_ear_z,pose_mouth_left_x,pose_mouth_left_y,pose_mouth_left_z,pose_mouth_right_x,pose_mouth_right_y,pose_mouth_right_z,pose_left_shoulder_x,pose_left_shoulder_y,pose_left_shoulder_z,pose_right_shoulder_x,pose_right_shoulder_y,pose_right_shoulder_z,pose_left_elbow_x,pose_left_elbow_y,pose_left_elbow_z,pose_right_elbow_x,pose_right_elbow_y,pose_right_elbow_z,pose_left_wrist_x,pose_left_wrist_y,pose_left_wrist_z,pose_right_wrist_x,pose_right_wrist_y,pose_right_wrist_z,pose_left_pinky_x,pose_left_pinky_y,pose_left_pinky_z,pose_right_pinky_x,pose_right_pinky_y,pose_right_pinky_z,pose_left_index_x,pose_left_index_y,pose_left_index_z,pose_right_index_x,pose_right_index_y,pose_right_index_z,pose_left_thumb_x,pose_left_thumb_y,pose_left_thumb_z,pose_right_thumb_x,pose_right_thumb_y,pose_right_thumb_z,pose_left_hip_x,pose_left_hip_y,pose_left_hip_z,pose_right_hip_x,pose_right_hip_y,pose_right_hip_z,pose_left_knee_x,pose_left_knee_y,pose_left_knee_z,pose_right_knee_x,pose_right_knee_y,pose_right_knee_z,pose_left_ankle_x,pose_left_ankle_y,pose_left_ankle_z,pose_right_ankle_x,pose_right_ankle_y,pose_right_ankle_z,pose_left_heel_x,pose_left_heel_y,pose_left_heel_z,pose_right_heel_x,pose_right_heel_y,pose_right_heel_z,pose_left_foot_index_x,pose_left_foot_index_y,pose_left_foot_index_z,pose_right_foot_index_x,pose_right_foot_index_y,pose_right_foot_index_z
Brunei_Darussalam,01,Body,9 Brunei Darussalam/Body/Brunei_Grayscale (1).jpg,Brunei_Darussalam/Body/Brunei_Darussalam_01_Body.jpg,.jpg,541042,343e87302d5068af19bdf80ef73d54ca4cf2536cbc8c2b6a173d73ec8c23116d,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_01_Body_with_Diagram.jpg,38,47,48,92,42,39,2,44,10.909,37.179,51.351,93.548,20.290,14.062,3.774,22.581,0.2220341,-2.3304461,-0.7331404,0.2891531,-2.3707029,-0.7111166,0.2893825,-2.3793933,-0.6697050,0.2823729,-2.3774210,-0.6805289,0.2181546,-2.4266792,-0.7638847,0.2251416,-2.4196781,-0.8116184,0.2344348,-2.3744015,-0.7366580,0.4558508,-2.2587900,-0.4193679,0.0210635,-2.1617729,-0.4205639,0.3181435,-2.2466903,-0.5856026,0.1951517,-2.1523243,-0.6882291,0.6754884,-1.6893159,-0.1649264,-0.2526941,-2.0159742,0.0133197,0.8224494,-1.7645354,-0.5761706,-0.4465471,-1.7653635,-0.6208771,0.4517653,-2.2821404,-0.5770093,-0.0524141,-2.2318938,-0.9022959,0.2967412,-2.4362814,-0.5595154,0.1585831,-2.3786239,-1.0555617,0.2317029,-2.4789593,-0.5030345,0.2826130,-2.5352213,-0.9827147,0.4271466,-2.2632936,-0.5572574,0.0064747,-2.3095856,-0.8914369,0.2787094,0.0165082,0.0936433,-0.2787094,-0.0165082,-0.0936433,0.2059287,1.4272566,-0.1398963,-0.0835136,1.2190538,-0.3149824,0.0086902,2.6827020,0.2162736,-0.0963875,2.5658816,0.1753178,-0.0983452,2.7870878,0.2714114,-0.0925337,2.6712487,0.0779303,-0.0866193,3.0180157,0.1486889,-0.1244387,2.8002101,-0.1343036
Brunei_Darussalam,01,Body_with_Diagram,9 Brunei Darussalam/Body_with_Diagram/Brunei_DiagramOnPose (1).jpg,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_01_Body_with_Diagram.jpg,.jpg,585299,38f64845ede8f221e5d7db8fa24527fca8b38766f80a2149a8647251b1fddf4b,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_01_Body_with_Diagram.jpg,38,47,48,92,42,39,2,44,10.909,37.179,51.351,93.548,20.290,14.062,3.774,22.581,0.2220341,-2.3304461,-0.7331404,0.2891531,-2.3707029,-0.7111166,0.2893825,-2.3793933,-0.6697050,0.2823729,-2.3774210,-0.6805289,0.2181546,-2.4266792,-0.7638847,0.2251416,-2.4196781,-0.8116184,0.2344348,-2.3744015,-0.7366580,0.4558508,-2.2587900,-0.4193679,0.0210635,-2.1617729,-0.4205639,0.3181435,-2.2466903,-0.5856026,0.1951517,-2.1523243,-0.6882291,0.6754884,-1.6893159,-0.1649264,-0.2526941,-2.0159742,0.0133197,0.8224494,-1.7645354,-0.5761706,-0.4465471,-1.7653635,-0.6208771,0.4517653,-2.2821404,-0.5770093,-0.0524141,-2.2318938,-0.9022959,0.2967412,-2.4362814,-0.5595154,0.1585831,-2.3786239,-1.0555617,0.2317029,-2.4789593,-0.5030345,0.2826130,-2.5352213,-0.9827147,0.4271466,-2.2632936,-0.5572574,0.0064747,-2.3095856,-0.8914369,0.2787094,0.0165082,0.0936433,-0.2787094,-0.0165082,-0.0936433,0.2059287,1.4272566,-0.1398963,-0.0835136,1.2190538,-0.3149824,0.0086902,2.6827020,0.2162736,-0.0963875,2.5658816,0.1753178,-0.0983452,2.7870878,0.2714114,-0.0925337,2.6712487,0.0779303,-0.0866193,3.0180157,0.1486889,-0.1244387,2.8002101,-0.1343036
Brunei_Darussalam,01,Transparent_Diagram,9 Brunei Darussalam/Transparent_Diagram/Brunei_Diagram- (1).png,Brunei_Darussalam/Transparent_Diagram/Brunei_Darussalam_01_Transparent_Diagram.png,.png,62717,3010099f64b1d4f18b50c63cdc03574f8e82a066ecd56d80c20a889b4c3ae7d6,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_01_Body_with_Diagram.jpg,38,47,48,92,42,39,2,44,10.909,37.179,51.351,93.548,20.290,14.062,3.774,22.581,0.2220341,-2.3304461,-0.7331404,0.2891531,-2.3707029,-0.7111166,0.2893825,-2.3793933,-0.6697050,0.2823729,-2.3774210,-0.6805289,0.2181546,-2.4266792,-0.7638847,0.2251416,-2.4196781,-0.8116184,0.2344348,-2.3744015,-0.7366580,0.4558508,-2.2587900,-0.4193679,0.0210635,-2.1617729,-0.4205639,0.3181435,-2.2466903,-0.5856026,0.1951517,-2.1523243,-0.6882291,0.6754884,-1.6893159,-0.1649264,-0.2526941,-2.0159742,0.0133197,0.8224494,-1.7645354,-0.5761706,-0.4465471,-1.7653635,-0.6208771,0.4517653,-2.2821404,-0.5770093,-0.0524141,-2.2318938,-0.9022959,0.2967412,-2.4362814,-0.5595154,0.1585831,-2.3786239,-1.0555617,0.2317029,-2.4789593,-0.5030345,0.2826130,-2.5352213,-0.9827147,0.4271466,-2.2632936,-0.5572574,0.0064747,-2.3095856,-0.8914369,0.2787094,0.0165082,0.0936433,-0.2787094,-0.0165082,-0.0936433,0.2059287,1.4272566,-0.1398963,-0.0835136,1.2190538,-0.3149824,0.0086902,2.6827020,0.2162736,-0.0963875,2.5658816,0.1753178,-0.0983452,2.7870878,0.2714114,-0.0925337,2.6712487,0.0779303,-0.0866193,3.0180157,0.1486889,-0.1244387,2.8002101,-0.1343036
Brunei_Darussalam,02,Body,9 Brunei Darussalam/Body/Brunei_Grayscale (2).jpg,Brunei_Darussalam/Body/Brunei_Darussalam_02_Body.jpg,.jpg,495382,51a62a98f535319a7a00e26280262d540bca29ec4ed66255082dcc2a545c90ee,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_02_Body_with_Diagram.jpg,57,78,27,23,63,72,14,51,45.455,76.923,22.973,19.355,50.725,65.625,26.415,33.871,-0.7637847,-2.3936707,-0.3531099,-0.6745121,-2.4446677,-0.4461722,-0.6689419,-2.4541087,-0.3980201,-0.6733000,-2.4492900,-0.4164164,-0.6584349,-2.5001553,-0.4093021,-0.6511302,-2.4930662,-0.4529126,-0.6347603,-2.4530115,-0.3763479,-0.3145948,-2.2902182,-0.5558027,-0.3627001,-2.1861836,-0.1233989,-0.5894205,-2.3048524,-0.3371625,-0.5984954,-2.1948775,-0.3213803,-0.1920681,-1.8285980,-0.4493613,-0.2429045,-1.9366206,0.5434865,-0.6255241,-2.0260826,-0.6921812,-0.6535789,-1.5328865,0.5610894,-1.0070085,-2.2761826,-0.4447974,-1.2177679,-1.6066447,0.3615983,-1.0957484,-2.3682680,-0.4098243,-1.2146174,-1.6696661,0.2415825,-1.0979026,-2.3675669,-0.4314396,-1.1622920,-1.7880846,0.1793160,-0.9757864,-2.2341797,-0.4540845,-1.2333277,-1.6714105,0.3042400,0.0506959,0.0002422,-0.1874201,-0.0506959,-0.0002422,0.1874201,-0.2459235,1.4258862,-0.2633599,-0.3010544,1.1383725,0.0789169,-0.1447335,2.8275930,0.0028220,-0.3032138,2.6768697,0.4195340,-0.2298089,2.9698518,0.0462253,-0.3208460,2.8132574,0.3041184,-0.4213053,3.1617422,-0.0264201,-0.6430714,2.9138196,0.2115729
Brunei_Darussalam,02,Body_with_Diagram,9 Brunei Darussalam/Body_with_Diagram/Brunei_DiagramOnPose (2).jpg,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_02_Body_with_Diagram.jpg,.jpg,600998,cbf3d6221e5f1a47c24d2aa50ef22e0f297e598ecaac52b9016a16ae35bf307b,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_02_Body_with_Diagram.jpg,57,78,27,23,63,72,14,51,45.455,76.923,22.973,19.355,50.725,65.625,26.415,33.871,-0.7637847,-2.3936707,-0.3531099,-0.6745121,-2.4446677,-0.4461722,-0.6689419,-2.4541087,-0.3980201,-0.6733000,-2.4492900,-0.4164164,-0.6584349,-2.5001553,-0.4093021,-0.6511302,-2.4930662,-0.4529126,-0.6347603,-2.4530115,-0.3763479,-0.3145948,-2.2902182,-0.5558027,-0.3627001,-2.1861836,-0.1233989,-0.5894205,-2.3048524,-0.3371625,-0.5984954,-2.1948775,-0.3213803,-0.1920681,-1.8285980,-0.4493613,-0.2429045,-1.9366206,0.5434865,-0.6255241,-2.0260826,-0.6921812,-0.6535789,-1.5328865,0.5610894,-1.0070085,-2.2761826,-0.4447974,-1.2177679,-1.6066447,0.3615983,-1.0957484,-2.3682680,-0.4098243,-1.2146174,-1.6696661,0.2415825,-1.0979026,-2.3675669,-0.4314396,-1.1622920,-1.7880846,0.1793160,-0.9757864,-2.2341797,-0.4540845,-1.2333277,-1.6714105,0.3042400,0.0506959,0.0002422,-0.1874201,-0.0506959,-0.0002422,0.1874201,-0.2459235,1.4258862,-0.2633599,-0.3010544,1.1383725,0.0789169,-0.1447335,2.8275930,0.0028220,-0.3032138,2.6768697,0.4195340,-0.2298089,2.9698518,0.0462253,-0.3208460,2.8132574,0.3041184,-0.4213053,3.1617422,-0.0264201,-0.6430714,2.9138196,0.2115729
Brunei_Darussalam,02,Transparent_Diagram,9 Brunei Darussalam/Transparent_Diagram/Brunei_Diagram- (2).png,Brunei_Darussalam/Transparent_Diagram/Brunei_Darussalam_02_Transparent_Diagram.png,.png,74462,582c1c36ef18fa87284e7d7b72f65dbb29aab816845c39881b20de14341a31af,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_02_Body_with_Diagram.jpg,57,78,27,23,63,72,14,51,45.455,76.923,22.973,19.355,50.725,65.625,26.415,33.871,-0.7637847,-2.3936707,-0.3531099,-0.6745121,-2.4446677,-0.4461722,-0.6689419,-2.4541087,-0.3980201,-0.6733000,-2.4492900,-0.4164164,-0.6584349,-2.5001553,-0.4093021,-0.6511302,-2.4930662,-0.4529126,-0.6347603,-2.4530115,-0.3763479,-0.3145948,-2.2902182,-0.5558027,-0.3627001,-2.1861836,-0.1233989,-0.5894205,-2.3048524,-0.3371625,-0.5984954,-2.1948775,-0.3213803,-0.1920681,-1.8285980,-0.4493613,-0.2429045,-1.9366206,0.5434865,-0.6255241,-2.0260826,-0.6921812,-0.6535789,-1.5328865,0.5610894,-1.0070085,-2.2761826,-0.4447974,-1.2177679,-1.6066447,0.3615983,-1.0957484,-2.3682680,-0.4098243,-1.2146174,-1.6696661,0.2415825,-1.0979026,-2.3675669,-0.4314396,-1.1622920,-1.7880846,0.1793160,-0.9757864,-2.2341797,-0.4540845,-1.2333277,-1.6714105,0.3042400,0.0506959,0.0002422,-0.1874201,-0.0506959,-0.0002422,0.1874201,-0.2459235,1.4258862,-0.2633599,-0.3010544,1.1383725,0.0789169,-0.1447335,2.8275930,0.0028220,-0.3032138,2.6768697,0.4195340,-0.2298089,2.9698518,0.0462253,-0.3208460,2.8132574,0.3041184,-0.4213053,3.1617422,-0.0264201,-0.6430714,2.9138196,0.2115729
Brunei_Darussalam,03,Body,9 Brunei Darussalam/Body/Brunei_Grayscale (3).jpg,Brunei_Darussalam/Body/Brunei_Darussalam_03_Body.jpg,.jpg,483473,0af21f54c128aa1306d5b35f6fb9366831c6aae7de6567bfbc5b37788c56aac7,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_03_Body_with_Diagram.jpg,52,76,38,18,58,69,4,46,36.364,74.359,37.838,13.978,43.478,60.938,7.547,25.806,0.7041037,-2.4858667,-0.0070581,0.6618949,-2.5541638,0.0228684,0.6673999,-2.5622050,0.0637706,0.6689972,-2.5685079,0.0489329,0.6875878,-2.5895470,-0.1393871,0.6987626,-2.5836064,-0.1896911,0.7158749,-2.5266620,-0.1104751,0.3890916,-2.4850245,0.2528327,0.3025028,-2.2783709,-0.2028847,0.6547449,-2.4312687,0.1325757,0.6299770,-2.2828487,-0.1108944,0.3052404,-1.8643563,0.7836091,0.4448751,-2.3862573,-0.0578905,0.8535533,-1.5462947,0.9115407,0.9014362,-2.6698274,-0.2587656,1.3075882,-1.0486079,1.0372553,0.7878658,-2.8898345,0.2181926,1.3578611,-1.0153361,1.1666792,0.8319927,-2.9904444,0.1118076,1.3387760,-0.9690061,1.0527313,0.8498185,-3.0270304,0.1490538,1.3371815,-0.9494783,0.9877388,0.7605411,-2.9256798,0.2264859,-0.0243280,0.0318182,0.4005957,0.0243280,-0.0318182,-0.4005957,0.3489727,1.4764978,0.4810274,0.5280360,1.2119421,-0.4053493,0.2239348,2.8854000,0.7110930,0.1304921,2.7356143,-0.0997569,0.1271778,3.0253363,0.7628070,0.0938885,2.8722616,-0.2290861,0.3713577,3.1390885,0.8623977,0.3915571,2.9336997,-0.2630984
Brunei_Darussalam,03,Body_with_Diagram,9 Brunei Darussalam/Body_with_Diagram/Brunei_DiagramOnPose (3).jpg,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_03_Body_with_Diagram.jpg,.jpg,580359,fd72c4f9a7a1ec6d17f9862bcbf4d5c36c45df9b1ce9ad64306419dbda999ff1,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_03_Body_with_Diagram.jpg,52,76,38,18,58,69,4,46,36.364,74.359,37.838,13.978,43.478,60.938,7.547,25.806,0.7041037,-2.4858667,-0.0070581,0.6618949,-2.5541638,0.0228684,0.6673999,-2.5622050,0.0637706,0.6689972,-2.5685079,0.0489329,0.6875878,-2.5895470,-0.1393871,0.6987626,-2.5836064,-0.1896911,0.7158749,-2.5266620,-0.1104751,0.3890916,-2.4850245,0.2528327,0.3025028,-2.2783709,-0.2028847,0.6547449,-2.4312687,0.1325757,0.6299770,-2.2828487,-0.1108944,0.3052404,-1.8643563,0.7836091,0.4448751,-2.3862573,-0.0578905,0.8535533,-1.5462947,0.9115407,0.9014362,-2.6698274,-0.2587656,1.3075882,-1.0486079,1.0372553,0.7878658,-2.8898345,0.2181926,1.3578611,-1.0153361,1.1666792,0.8319927,-2.9904444,0.1118076,1.3387760,-0.9690061,1.0527313,0.8498185,-3.0270304,0.1490538,1.3371815,-0.9494783,0.9877388,0.7605411,-2.9256798,0.2264859,-0.0243280,0.0318182,0.4005957,0.0243280,-0.0318182,-0.4005957,0.3489727,1.4764978,0.4810274,0.5280360,1.2119421,-0.4053493,0.2239348,2.8854000,0.7110930,0.1304921,2.7356143,-0.0997569,0.1271778,3.0253363,0.7628070,0.0938885,2.8722616,-0.2290861,0.3713577,3.1390885,0.8623977,0.3915571,2.9336997,-0.2630984
Brunei_Darussalam,03,Transparent_Diagram,9 Brunei Darussalam/Transparent_Diagram/Brunei_Diagram- (3).png,Brunei_Darussalam/Transparent_Diagram/Brunei_Darussalam_03_Transparent_Diagram.png,.png,80652,28be01b4cb31fb6f5f1e6649757ce6394cc822678b0b29782733980d21b19ae6,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_03_Body_with_Diagram.jpg,52,76,38,18,58,69,4,46,36.364,74.359,37.838,13.978,43.478,60.938,7.547,25.806,0.7041037,-2.4858667,-0.0070581,0.6618949,-2.5541638,0.0228684,0.6673999,-2.5622050,0.0637706,0.6689972,-2.5685079,0.0489329,0.6875878,-2.5895470,-0.1393871,0.6987626,-2.5836064,-0.1896911,0.7158749,-2.5266620,-0.1104751,0.3890916,-2.4850245,0.2528327,0.3025028,-2.2783709,-0.2028847,0.6547449,-2.4312687,0.1325757,0.6299770,-2.2828487,-0.1108944,0.3052404,-1.8643563,0.7836091,0.4448751,-2.3862573,-0.0578905,0.8535533,-1.5462947,0.9115407,0.9014362,-2.6698274,-0.2587656,1.3075882,-1.0486079,1.0372553,0.7878658,-2.8898345,0.2181926,1.3578611,-1.0153361,1.1666792,0.8319927,-2.9904444,0.1118076,1.3387760,-0.9690061,1.0527313,0.8498185,-3.0270304,0.1490538,1.3371815,-0.9494783,0.9877388,0.7605411,-2.9256798,0.2264859,-0.0243280,0.0318182,0.4005957,0.0243280,-0.0318182,-0.4005957,0.3489727,1.4764978,0.4810274,0.5280360,1.2119421,-0.4053493,0.2239348,2.8854000,0.7110930,0.1304921,2.7356143,-0.0997569,0.1271778,3.0253363,0.7628070,0.0938885,2.8722616,-0.2290861,0.3713577,3.1390885,0.8623977,0.3915571,2.9336997,-0.2630984
Brunei_Darussalam,04,Body,9 Brunei Darussalam/Body/Brunei_Grayscale (4).jpg,Brunei_Darussalam/Body/Brunei_Darussalam_04_Body.jpg,.jpg,578843,86058067eed7f380d38cb0c9e6b4b525f64ee6abab4e52601584ee7266933a0e,scored,Brunei_Darussalam/Body_with_Diagram/Brunei_Darussalam_04_Body_with_Diagram.jpg,66,72,47,27,77,82,3,62,61.818,69.231,50.000,23.656,71.014,81.250,5.660,51.613,0.8455380,-1.6421029,-0.9057328,0.9226104,-1.6753875,-0.8475055,0.9244255,-1.6796073,-0.8184454,0.9190788,-1.6868790,-0.8302912,0.8582810,-1.7355489,-0.9275828,0.8696281,-1.7365316,-0.9727203,0.8735871,-1.6929872,-0.9071499,0.9377650,-1.5861538,-0.4857344,0.5166322,-1.6063873,-0.6605394,0.8634987,-1.5738325,-0.7401385,0.7354041,-1.5276427,-0.8709430,0.8611059,-0.9888077,-0.1695102,0.1919227,-1.7270838,-0.2540226,1.1712855,-0.5500039,-0.3484630,-0.0303567,-2.0417553,-0.6186373,1.8257408,-0.1586266,-0.4561626,0.4925072,-2.1259796,-0.7796424,1.9612338,-0.1204743,-0.4325635,0.6991785,-2.1013972,-0.9283946,1.9840754,-0.1077994,-0.5443256,0.9059687,-2.1781223,-0.9155731,1.8700611,-0.0802966,-0.5109659,0.5902660,-2.1340448,-0.7895103,0.2152915,0.0690593,0.0605788,-0.2152915,-0.0690593,-0.0605788,-0.0634807,1.3109030,0.0369242,-0.3760750,0.9980281,-0.0405593,-0.2284820,2.3377167,0.4321402,-0.6764796,2.1481258,0.4059266,-0.3200866,2.4226849,0.4871356,-0.7094645,2.2369373,0.3243663,-0.3831334,2.4790811,0.3490297,-0.8371899,2.1863413,0.1398528
